,ID,Tweet,Affect Dimension,Intensity Class,tweet_desc
564,2017-En-10989,Star trek online has a update to download oh fuming yay,valence,1: slightly positive emotional state can be inferred,star trek online update download oh fume yay
565,2017-En-31405,crying because @msleamichele's snapchat is bringing on some serious #glee feels 😭❤,valence,-2: moderately negative emotional state can be inferred,cry snapchat bring serious feel
566,2017-En-10250,A @FirstBSA not turning up? Why am I not surprised. Late for work again! ,valence,-1: slightly negative emotional state can be inferred,not turn not surprised late work
567,2017-En-30453,Benefit out exhilaration called online backing off: JkUVmvQXY,valence,1: slightly positive emotional state can be inferred,benefit exhilaration call online back jkuvmvqxy
568,2017-En-21244,Not the best horror ever but I like that the uncertainty,valence,0: neutral or mixed emotional state can be inferred,not best horror ever like uncertainty
569,2017-En-41277,"even if it looks like we are okay,  the reality of that is were actually very worn out and forlorn",valence,-2: moderately negative emotional state can be inferred,even look like okay reality actually worn forlorn
570,2017-En-10869,"Me being on my dean really saving a lot of ppl, bc I don't snap nomore &amp; it take so much out of me..",valence,0: neutral or mixed emotional state can be inferred,dean really save lot ppl bc donot snap nomore amp take much
571,2017-En-41349,I'd pay good money to watch someone slap that pout off Candice.,valence,-2: moderately negative emotional state can be inferred,iwould pay good money watch someone slap pout candice
572,2017-En-30250,"I'm due for a big change! I've prayed on it, I think I deserve it #positivity ",valence,2: moderately positive emotional state can be inferred,iam due big change ihave pray think deserve
573,2017-En-30155,Thank you @RachelPlatten for teaching me how to live again. It's been so long since &amp; this ride is about to be exhilarating. I just know it,valence,3: very positive emotional state can be inferred,thank teach live long since amp ride exhilarate know
574,2017-En-20653,The 'banter' from Craigen and Sutton on BT is fucking horrid,valence,-3: very negative emotional state can be inferred,banter craigen sutton bt fuck horrid
575,2017-En-21991,I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack,valence,2: moderately positive emotional state can be inferred,third year college student english major today first time ihave ever write essay without panic attack
576,2017-En-20998,Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?,valence,-2: moderately negative emotional state can be inferred,swear guy friend scaredy cat donot horror movie donot haunt house wtf
577,2017-En-10908,"@reluctantnicko Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info.",valence,0: neutral or mixed emotional state can be inferred,donot ask donot get apology ihave offend due respect alan think youhave feed duff info
578,2017-En-20188,Scott Dann injured aka my worst nightmare,valence,-3: very negative emotional state can be inferred,scott dann injure aka worst nightmare
579,2017-En-21353,@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!,valence,-2: moderately negative emotional state can be inferred,rooney need come absolutely dreadful class goal show team
580,2017-En-30288,Thank you @twitter for the balloons today.  #goodday #48,valence,3: very positive emotional state can be inferred,thank balloon today
581,2017-En-21676,"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism.",valence,-2: moderately negative emotional state can be inferred,bilal abood live mesquite texas sentence month prison lie fed
582,2017-En-20317,mmmm i'm kinda sad i hope i can shake this before school,valence,-3: very negative emotional state can be inferred,mmmm iam kinda sad hope shake school
583,2017-En-41141,@faye_catherine happy anger sad melancholy confusion #woodspurge,valence,-2: moderately negative emotional state can be inferred,happy anger sad melancholy confusion
584,2017-En-30087,@Zerfash — can't wait.' She said cheerfully and grinned.,valence,2: moderately positive emotional state can be inferred,cannot wait say cheerfully grin
585,2017-En-20775,"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020",valence,-2: moderately negative emotional state can be inferred,liar bully president say every vote matter well iam sorry youwill not get vote year
586,2017-En-10347,@Alanafergusson snap meee,valence,0: neutral or mixed emotional state can be inferred,snap meee
587,2017-En-41491,"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",valence,-3: very negative emotional state can be inferred,know ihave paint quite grim picture chance simply stand surely die
588,2017-En-40595,First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family,valence,0: neutral or mixed emotional state can be inferred,first weekend fall let see stay discipline season goal
589,2017-En-31473,i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going,valence,-2: moderately negative emotional state can be inferred,swear people dont wanna see happy like try anything fuck get go
590,2017-En-21062,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful",valence,-3: very negative emotional state can be inferred,would advise everyone wait watch actually donot wait donot even watch
591,2017-En-21952,♪OLD FISH  #discourage,valence,-3: very negative emotional state can be inferred,old fish
592,2017-En-40632,"@TetraVariations I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious",valence,0: neutral or mixed emotional state can be inferred,donot need mask iwill gladly make donation help ur name mr ty rex first initial
593,2017-En-30891,"Our tone of voice: we're like One Direction, we're thoughtful and timid, yet playful",valence,0: neutral or mixed emotional state can be inferred,tone voice weare like one direction weare thoughtful timid yet playful
594,2017-En-30229,Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you there!,valence,1: slightly positive emotional state can be inferred,go follow musically make lively come join bffing follow wink see
595,2017-En-30237,"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.",valence,1: slightly positive emotional state can be inferred,elinor laugh little known every body brilliant cheerfulness sweetmeat fashion
596,2017-En-30531,The Quarterback' wrecks me every time.. #glee,valence,-2: moderately negative emotional state can be inferred,quarterback wreck every time
597,2017-En-30551,"#RIP30 Heaven is rejoicing because they've gained an angel, the Keifer family are in my prayers 💙🙏",valence,0: neutral or mixed emotional state can be inferred,heaven rejoice theyhave gain angel keifer family prayer
598,2017-En-31301,@Coffeeking12 @jsavite I was injecting a little levity! The person who tweeted the coke/rape tweet is obviously an idiot,valence,-2: moderately negative emotional state can be inferred,inject little levity person tweet coke rape tweet obviously idiot
599,2017-En-30594,"@CohenDS Yell, 'Bye, garbage!' cheerfully after it.",valence,-2: moderately negative emotional state can be inferred,yell bye garbage cheerfully
600,2017-En-30574,When your rewatching glee and break down in tears all over again. 😭😢 #glee,valence,0: neutral or mixed emotional state can be inferred,rewatching glee break tear
601,2017-En-30552,@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck,valence,-1: slightly negative emotional state can be inferred,exhilarate hockey theyare still russia win regulation iam reading
602,2017-En-20811,@SueWallace78 peanut butter???? You some kinda pervert?? #awful,valence,-3: very negative emotional state can be inferred,peanut butter kinda pervert
603,2017-En-20134,I don't know how people can binge watch horror films ...ALONE!😓😰,valence,-2: moderately negative emotional state can be inferred,donot know people binge watch horror film alone
604,2017-En-31278,PM nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz .we want demilterization,valence,1: slightly positive emotional state can be inferred,pm nawaz sharif adressed uno produce mirth among kashmires well pak wel nawaz want demilterization
605,2017-En-30481,"@IndieWire @cinemaeyehonors #WaltzWithBashir was incredible, tho I think it's more of an #animated film than #documentary about #Lebanon war",valence,2: moderately positive emotional state can be inferred,incredible tho think film war
606,2017-En-31137,"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today  #nosleep",valence,-3: very negative emotional state can be inferred,half past midnight loud bang front door tell new rape case edinburgh today
607,2017-En-40177,I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression,valence,-3: very negative emotional state can be inferred,ihave return dead desire clean apartment eat something isnot garbage
608,2017-En-30597,"•Days!'\nHe was itching for a fight..itching for the exhilaration of battle, of almost getting defeated, the adrenaline pumping•\n@RojinHitto",valence,1: slightly positive emotional state can be inferred,day nhe itch fight itch exhilaration battle almost get defeat adrenaline
609,2017-En-21892,Michael Carrick should start every game for United and England,valence,0: neutral or mixed emotional state can be inferred,michael carrick start every game united england
610,2017-En-41417,"I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk",valence,0: neutral or mixed emotional state can be inferred,truly feel like science ability make milk anything cashew milk hemp milk pine nut milk dandelion milk
611,2017-En-30831,Google caffeine-an sprightly lengthening into the corridor re seo: WgJ,valence,0: neutral or mixed emotional state can be inferred,google caffeine sprightly lengthen corridor seo wgj
612,2017-En-31193,I'm always smiling so that's why I'm always happy 😂,valence,3: very positive emotional state can be inferred,iam always smile iam always happy
613,2017-En-30964,The little sniffle at the end of the song gets me every time. #rejoice,valence,2: moderately positive emotional state can be inferred,little sniffle end song get every time
614,2017-En-21644,#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the ,valence,0: neutral or mixed emotional state can be inferred,every minute ihave say ope nope iwould go amove gtfo thank
615,2017-En-30109,You're so cute @katienolan #truelove #hilarious @GarbageTime #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo,valence,3: very positive emotional state can be inferred,youare cute amp never hear explicits speak elegance
616,2017-En-31170,I'm so so so excited for #UsernameRegenerated  I can't wait! I wish I could get a signed copy! I'm so happy for you. @Joe_Sugg,valence,3: very positive emotional state can be inferred,iam excited cannot wait wish could get signed copy iam happy
617,2017-En-30585,Laudrup and his evil white companions rejoice.,valence,1: slightly positive emotional state can be inferred,laudrup evil white companion rejoice
618,2017-En-31514,Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. ,valence,0: neutral or mixed emotional state can be inferred,literally die amp live time catch twitter arenot follow life basic
619,2017-En-41372,I can't even celebrate my wins or mourn my L's cause first test week is that busy 😕,valence,-2: moderately negative emotional state can be inferred,cannot even celebrate win mourn l cause first test week busy
620,2017-En-31556,"@715d1\nI bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack!",valence,2: moderately positive emotional state can be inferred,ni buy steam port vice city delight billie jean soundtrack
621,2017-En-10741,when you find out the initiative isn't even a thing 😧 ,valence,-3: very negative emotional state can be inferred,find initiative isnot even thing
622,2017-En-11022,@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus #bitter,valence,-3: very negative emotional state can be inferred,think high profile female colleague would one yhat category
623,2017-En-31025,alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down,valence,0: neutral or mixed emotional state can be inferred,alternate reality comment section give poems cheery thumb disappointed thumb
624,2017-En-41164,I want to pour all my tears on someone right now. So tired of this #upset ,valence,-3: very negative emotional state can be inferred,want pour tear someone right tired
625,2017-En-30040,@palmtreesarah @WorthingTheatre had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you ❤️,valence,3: very positive emotional state can be inferred,fun funniest person funsville much hilarity usual thank
626,2017-En-30094,@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.,valence,2: moderately positive emotional state can be inferred,find thin mint freezer clean couldnot elated
627,2017-En-10952,@eMilsOnWheels I'm furious 😩😩😩,valence,-3: very negative emotional state can be inferred,iam furious
628,2017-En-30170,"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !",valence,3: very positive emotional state can be inferred,hilarious not freudian slip eh
629,2017-En-31070,Kinda wished I watched mischievous kiss before playful kiss,valence,0: neutral or mixed emotional state can be inferred,kinda wish watch mischievous kiss playful kiss
630,2017-En-31352,"@Irenelove83 heres what we can do, Get Brock and Sable to tag team mr and mrs AWOL and watch with glee",valence,0: neutral or mixed emotional state can be inferred,get brock sable tag team mr mr awol watch glee
631,2017-En-31483,Happy Birthday shorty. Stay fine stay breezy stay wavy @daviistuart 😘,valence,3: very positive emotional state can be inferred,happy birthday shorty stay fine stay breezy stay wavy
632,2017-En-10807,Like hello? I am your first born you must always laugh at my jokes. ,valence,0: neutral or mixed emotional state can be inferred,like hello first bear must always laugh joke
633,2017-En-10655,"@rabpeel snap, seems to be a problem here",valence,-2: moderately negative emotional state can be inferred,snap seem problem
634,2017-En-22146,@S_Moore24 wow that sounds terrific,valence,1: slightly positive emotional state can be inferred,wow sound terrific
635,2017-En-31456,"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. ",valence,0: neutral or mixed emotional state can be inferred,convince mom watch killgrave give literal nightmare watch last episode four time
636,2017-En-40417,@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.,valence,0: neutral or mixed emotional state can be inferred,please could cloud passion emotion lead truth
637,2017-En-10422,Drop Snapchat names #bored #snap #swap #pics,valence,-2: moderately negative emotional state can be inferred,drop snapchat name
638,2017-En-31062,"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",valence,2: moderately positive emotional state can be inferred,awesome p ok odds swap neighborhood
639,2017-En-30569,Blake lively is flawless,valence,3: very positive emotional state can be inferred,blake lively flawless
640,2017-En-30664,@OrbsOfJoy plan a date... like a date u find pleasing or smth. fuckign\n\n10/10. because the child will grow to be a ten out of ten,valence,0: neutral or mixed emotional state can be inferred,plan date like date u find please smth fuckign n n child grow ten ten
641,2017-En-30011,It's meant to be!! #happy #happy,valence,3: very positive emotional state can be inferred,mean
642,2017-En-30540,#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; ! #isthereahelplineforthis,valence,0: neutral or mixed emotional state can be inferred,mess mind amp iam anticipate next episode amp
643,2017-En-20548,@hotpatooties more like quickie divorce #awful,valence,-3: very negative emotional state can be inferred,like quickie divorce
644,2017-En-31554,"@yap_yip --an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]",valence,-1: slightly negative emotional state can be inferred,uncertainty halsey tease lip curving jovial smirk
645,2017-En-31383,@BrianaBanksxoxo I send ya a few #playful nibbles 😉,valence,1: slightly positive emotional state can be inferred,send ya nibble
646,2017-En-30230,@adamrodricks I like your optimism!,valence,1: slightly positive emotional state can be inferred,like optimism
647,2017-En-21289,@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 ,valence,-2: moderately negative emotional state can be inferred,really sad amp surprising side fight amp support epic centre
648,2017-En-22157,@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho #shocking,valence,0: neutral or mixed emotional state can be inferred,check article
649,2017-En-31230,"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye ",valence,0: neutral or mixed emotional state can be inferred,yawill talkin know donot know yawill talkin bout iam new shit chuckin deuce
650,2017-En-40294,The new lock sound is grim,valence,-2: moderately negative emotional state can be inferred,new lock sound grim
651,2017-En-10490,Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi,valence,-2: moderately negative emotional state can be inferred,take public opinion revenge pakistan govt unable decide
652,2017-En-30483,@OilersFanSean yup I feel dirty cheering,valence,1: slightly positive emotional state can be inferred,yup feel dirty cheering
653,2017-En-40121,Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans,valence,-2: moderately negative emotional state can be inferred,another grim amp compel news report blockade aid starving
654,2017-En-11413,#Violence doesn't fix violence. #pain and #anger are the same reaction in the brain. Cure the pain and the anger will go away.,valence,-2: moderately negative emotional state can be inferred,doesnot fix violence reaction brain cure pain anger go away
655,2017-En-21925,"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",valence,-2: moderately negative emotional state can be inferred,historic evangelical wonder donatist point dreadful clergy fmr circle
656,2017-En-30989,"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st #optimism",valence,0: neutral or mixed emotional state can be inferred,may right since year bad event begin b iam privately hop wehave get least c z go st
657,2017-En-11550,@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! ,valence,-3: very negative emotional state can be inferred,earth send email annoy customer
658,2017-En-40680,@pxrfectpeach it's got her little pout,valence,0: neutral or mixed emotional state can be inferred,get little pout
659,2017-En-30135,@LindseySanford @simplymeasured this makes me giggle with glee!,valence,2: moderately positive emotional state can be inferred,make giggle glee
660,2017-En-21814,Marcus Roho is dreadful,valence,-2: moderately negative emotional state can be inferred,marcus roho dreadful
661,2017-En-30973,All the bright places :(,valence,0: neutral or mixed emotional state can be inferred,bright place sad
662,2017-En-30381,"The return of Matt Damon, and of director Paul Greengrass, brings back all the exhilarating if rather po-faced entertainment to a movie",valence,0: neutral or mixed emotional state can be inferred,return matt damon director paul greengrass bring back exhilarate rather po face entertainment movie
663,2017-En-31335,A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub,valence,1: slightly positive emotional state can be inferred,hearty thank join tonight delicious british dish menu
664,2017-En-40983,final vestiges of my 90's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob,valence,-2: moderately negative emotional state can be inferred,final vestige childhood dash shoal hear house cover tracy chapman fast car dayjob
665,2017-En-40190,Liam is too distant makes me mourn 😪,valence,-2: moderately negative emotional state can be inferred,liam distant make mourn
666,2017-En-10082,"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks",valence,-3: very negative emotional state can be inferred,liberal outrage king say n word really anger white yuppie progressive go fuck shame black
667,2017-En-10153,When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms,valence,-2: moderately negative emotional state can be inferred,break record wish didnot say shit every rush like break record
668,2017-En-40740,the rappers who stayed true to the game is rich.,valence,1: slightly positive emotional state can be inferred,rapper stay true game rich
669,2017-En-40859,"@KeithOlbermann depressing how despicable Trump, with no policies, campaigning on bigotry &amp; rancour can be so close, evil immoral disaster",valence,-3: very negative emotional state can be inferred,depress despicable trump no policy campaign bigotry amp rancour close evil immoral disaster
670,2017-En-30254,Rojo is hilarious,valence,2: moderately positive emotional state can be inferred,rojo hilarious
671,2017-En-31329,its been ages since ive had shawarma my stomach is #rejoicing,valence,3: very positive emotional state can be inferred,age since ive shawarma stomach
672,2017-En-31129,i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW  #mums,valence,3: very positive emotional state can be inferred,spend big little si tomorrow beyond happy
673,2017-En-31182,@rheafraserx took them an awfy long time to spot their goal was disallowed ☺️ #pleasing,valence,0: neutral or mixed emotional state can be inferred,take awfy long time spot goal disallow
674,2017-En-10823,I need to stop second guess myself and just go with the first thought and go with it. ,valence,0: neutral or mixed emotional state can be inferred,need stop second guess go first thought go
675,2017-En-20412,@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible,valence,-3: very negative emotional state can be inferred,u shd b embrrssd u jack bp med twice still take day not express
676,2017-En-31140,@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. ,valence,3: very positive emotional state can be inferred,great see matilda happy new chair provide access lot new experience
677,2017-En-30662,which always leads to the kind of hilarity average people will never experience - especially during breakups.,valence,-1: slightly negative emotional state can be inferred,always lead kind hilarity average people never experience especially breakup
678,2017-En-40768,"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!",valence,3: very positive emotional state can be inferred,nice see balotelli back best good player lose way bit
679,2017-En-40184,Hate being sober so I popped two,valence,-2: moderately negative emotional state can be inferred,hate sober pop two
680,2017-En-20912,ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,valence,0: neutral or mixed emotional state can be inferred,act amp group begin mon october week contact register
681,2017-En-31243,"The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--",valence,-2: moderately negative emotional state can be inferred,feeling take someone life either scar exhilarate people need realize weare go die
682,2017-En-11453,"@Pharah_Amari [Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --",valence,-2: moderately negative emotional state can be inferred,reyes snarl frustrated anger steel claw flex dangerously utter damn word seem snap
683,2017-En-21089,@Zen1dfabflake You are all our angelic comrades! ,valence,1: slightly positive emotional state can be inferred,angelic comrade
684,2017-En-21112,"Study finds #awe &amp; #wonder of something greater than self, leads to #creative boosts of expansive thinking. @outsideonline #write #thoreau",valence,1: slightly positive emotional state can be inferred,study find amp something greater self lead boost expansive thinking
685,2017-En-10454,@LaraTheIrish &lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;,valence,-2: moderately negative emotional state can be inferred,lt feel everything would remember everything evanora hop would serve fuel creature anger run rabid gt
686,2017-En-40954,I'm throwing myself straight into American Horror Story so I don't have time to grieve,valence,0: neutral or mixed emotional state can be inferred,iam throw straight american horror story donot time grieve
687,2017-En-41270,Way to get a hold of her 😊 #depressing,valence,-2: moderately negative emotional state can be inferred,way get hold
688,2017-En-10320,"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.",valence,-2: moderately negative emotional state can be inferred,incentivise people roam internet morally offend didnot enough already
689,2017-En-21593,"@ctp It's daunting trying to follow Swift news/trends, and facing mind-shattering patterns/terms left and right. I'm trying to adopt gently.",valence,0: neutral or mixed emotional state can be inferred,daunt try follow swift news trend face mind shatter pattern term leave right iam try adopt gently
690,2017-En-30231,Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love,valence,1: slightly positive emotional state can be inferred,ryan gosling eva mendes finally b joyful funny dont bos dont argue everything kid go mini car trip focus love
691,2017-En-20711,"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",valence,-2: moderately negative emotional state can be inferred,sadly not enough name whole farewell tour situation would make shy away good value b et
692,2017-En-20456,If I was friends with me I'd hate me SO MUCH with the amount I bully them,valence,-2: moderately negative emotional state can be inferred,friend iwould hate much amount bully
693,2017-En-30714,@EngrNabeeel then rejoicing now is a lil' bit prematured dont you think🤔🤔🤔,valence,-2: moderately negative emotional state can be inferred,rejoice lil bit prematured dont think
694,2017-En-30339,"@PersephoneOD Her cheerful voice echoed through the grand, familiar home, a smile blossoming on my rosy brims, 'Mom.' I reciprocated the --",valence,2: moderately positive emotional state can be inferred,cheerful voice echo grand familiar home smile blossoming rosy brim amom reciprocate
695,2017-En-10325,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs",valence,-2: moderately negative emotional state can be inferred,little nose irritation little chill body iam not flu flu flu
696,2017-En-30843,The smell of freshly cut grass didn't even cheer me up...boy oh boy,valence,-2: moderately negative emotional state can be inferred,smell freshly cut grass didnot even cheer boy oh boy
697,2017-En-10631,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",valence,3: very positive emotional state can be inferred,grateful hungry people life hungry learn change grow help etc not sure anybody better
698,2017-En-41341,"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is ",valence,-2: moderately negative emotional state can be inferred,havenot watch lot tv conclusion wasnot depress afternoon tv
699,2017-En-30697,@israelradioguy @WearingWelcome @SkipBaylessSux U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it,valence,0: neutral or mixed emotional state can be inferred,u block doesnt diminish hilarity observation child like response
700,2017-En-31566,@kaijinboyfriend --while being animated much more recently technology-wise which makes for a very nice combination/look),valence,0: neutral or mixed emotional state can be inferred,animate much recently technology wise make nice combination look
701,2017-En-30780,People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to.,valence,0: neutral or mixed emotional state can be inferred,people always tell donot expect anxiety iam generally cheerful donot act way expect
702,2017-En-30139,@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ,valence,1: slightly positive emotional state can be inferred,love parody account well vote
703,2017-En-31020,It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good 🤑,valence,3: very positive emotional state can be inferred,exhilarate feeling work hard feel accomplish whether notice not feel fu king good
704,2017-En-31421,"@BeastFireTimdog Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by...",valence,0: neutral or mixed emotional state can be inferred,game site lean p heyday lean last gen gen start vitriolic mostly
705,2017-En-30676,@FlannelJedi This is why I drink and watch You're the Worst as a way to cheer myself up.,valence,0: neutral or mixed emotional state can be inferred,drink watch youare worst way cheer
706,2017-En-41401,"If Troyler will die, I'm gonna die with them\n#troyler #sadness #fuckin'lifeisnotafairytale",valence,-3: very negative emotional state can be inferred,troyler die iam gonna die n lifeisnotafairytale
707,2017-En-31270,@strictlysimilak something about English sparkling wine would be good. Or farmhouse cider. Or Italian cocktails. Thanks.,valence,2: moderately positive emotional state can be inferred,something english sparkling wine would good farmhouse cider italian cocktail thanks
708,2017-En-31183,@rheafraserx took them an awfy long time to spot their goal was disallowed ☺️ ,valence,-2: moderately negative emotional state can be inferred,take awfy long time spot goal disallow
709,2017-En-30061,"By the way, I'm wearing the smile you gave me today. \n #you #me ",valence,3: very positive emotional state can be inferred,way iam wear smile give today n
710,2017-En-31224,"Luke 1:14\nHe will be a joy and delight to you, and many will rejoice because of his birth",valence,3: very positive emotional state can be inferred,luke nhe joy delight many rejoice birth
711,2017-En-31351,Solange is more aesthetically pleasing than your fave.,valence,0: neutral or mixed emotional state can be inferred,solange aesthetically please fave
712,2017-En-30628,Being playful as shit😤,valence,-2: moderately negative emotional state can be inferred,playful shit
713,2017-En-31026,@ThatBritishDude no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy,valence,0: neutral or mixed emotional state can be inferred,no okay donot not need go way make sure please everyone make happy
714,2017-En-11152,@kjwinston11 2.  the N-word. But I think all Afr-Am are entitled to it: we shouldn't take away from them the insult they have claimed back.,valence,-2: moderately negative emotional state can be inferred,n word think afr entitle shouldnot take away insult claim back
715,2017-En-31304,@Lil_PowWow @jweiler0528 More fat = more buoyant. Day 1 water stuff,valence,0: neutral or mixed emotional state can be inferred,fat buoyant day water stuff
716,2017-En-20168,@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,valence,-1: slightly negative emotional state can be inferred,ignore rioter like current administration ignore obviously make stop
717,2017-En-30914,#twd comes on soon #happy,valence,3: very positive emotional state can be inferred,come soon
718,2017-En-40531,Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. Magicalllll.  ✨,valence,0: neutral or mixed emotional state can be inferred,see something hurt much past front not single sign grieve magicalllll
719,2017-En-30550,will i ever get the nerve to quit the restaurant ??? find out tonite on glee!,valence,0: neutral or mixed emotional state can be inferred,ever get nerve quit restaurant find tonite glee
720,2017-En-21500,Will do fine on the mat tonight with or without sleep. theres no worry for that on this side of the water,valence,0: neutral or mixed emotional state can be inferred,fine mat tonight without sleep no worry side water
721,2017-En-31559,"@thenthapple Haha I like the optimism cause I'm the same, but it doesn't make this situation any less mind boggling.",valence,0: neutral or mixed emotional state can be inferred,haha like optimism cause iam doesnot make situation le mind boggling
722,2017-En-31118,"@tweet_faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!",valence,0: neutral or mixed emotional state can be inferred,reaper become reaper find story wiki thru comic animate short
723,2017-En-31163,Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. #happy,valence,0: neutral or mixed emotional state can be inferred,class cancel due funeral not sure appropriate happy sad
724,2017-En-40303,Add Donte Moncrief to my dismal situation #blessed.,valence,0: neutral or mixed emotional state can be inferred,add donte moncrief dismal situation
725,2017-En-31313,"Our branch will be closed this Sunday, 9/25, in honor of the IRONMAN 70.3 happening in Downtown! Come cheer on race participants!",valence,2: moderately positive emotional state can be inferred,branch close sunday honor ironman happen downtown come cheer race participant
726,2017-En-31309,"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest #happy",valence,3: very positive emotional state can be inferred,well stock finish amp list living room move around new edit amp fit visit law
